student_id,student_major,student_school,professor_name,prof_institution,fitness_score,rank
NU_ENG_000011,Computer Engineering,NU,Todd D Murphey,NU,0.4104173481464386,4
NU_ENG_000011,Computer Engineering,NU,Brenna Argall,NU,0.3931857645511627,5
NU_ENG_000012,Materials Science and Engineering,NU,Greg Wagner,NU,0.5489382147789001,1
NU_ENG_000012,Materials Science and Engineering,NU,Jennifer B. Dunn,NU,0.49075186252593994,2
NU_ENG_000012,Materials Science and Engineering,NU,Seid Koric,UIUC,0.48409661650657654,3
NU_ENG_000012,Materials Science and Engineering,NU,Jiajun He,UIUC,0.46988976,4
NU_ENG_000012,Materials Science and Engineering,NU,Nick G. Glumac,UIUC,0.46689480543136597,5
NU_ENG_000013,Computer Science,NU,Elizabeth M Gerber,NU,0.5105151534080505,1
NU_ENG_000013,Computer Science,NU,Jorge E. Correa,UIUC,0.43633246421813965,2
NU_ENG_000013,Computer Science,NU,Todd D Murphey,NU,0.4286563992500305,3
NU_ENG_000013,Computer Science,NU,Wei Chen,NU,0.412425697,4
NU_ENG_000013,Computer Science,NU,Brenna Argall,NU,0.39233681559562683,5
NU_ENG_000014,Industrial Engineering,NU,Blake Everett Johnson,UIUC,0.45740899443626404,1
NU_ENG_000014,Industrial Engineering,NU,Jiajun He,UIUC,0.4569603502750397,2
NU_ENG_000014,Industrial Engineering,NU,Michael Peshkin,NU,0.4227415919303894,3
NU_ENG_000014,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.4122943878173828,4
NU_ENG_000014,Industrial Engineering,NU,Jennifer B. Dunn,NU,0.39177370071411133,5
NU_ENG_000015,Computer Science,NU,Elizabeth M Gerber,NU,0.5233241319656372,1
NU_ENG_000015,Computer Science,NU,Wei Chen,NU,0.40174606442451477,2
NU_ENG_000015,Computer Science,NU,Jiajun He,UIUC,0.39325660467147827,3
NU_ENG_000015,Computer Science,NU,Todd D Murphey,NU,0.37544476985931396,4
NU_ENG_000015,Computer Science,NU,Blake Everett Johnson,UIUC,0.36189860105514526,5
NU_ENG_000016,Chemical Engineering,NU,Jennifer B. Dunn,NU,0.5141268372535706,1
NU_ENG_000016,Chemical Engineering,NU,Greg Wagner,NU,0.5010296106338501,2
NU_ENG_000016,Chemical Engineering,NU,Jiajun He,UIUC,0.4986893832683563,3
NU_ENG_000016,Chemical Engineering,NU,Wei Chen,NU,0.47180911898612976,4
NU_ENG_000016,Chemical Engineering,NU,Lili Cai,UIUC,0.46509918570518494,5
NU_ENG_000017,Computer Science,NU,Elizabeth M Gerber,NU,0.5484282970428467,1
NU_ENG_000017,Computer Science,NU,Michael Peshkin,NU,0.5144464373588562,2
NU_ENG_000017,Computer Science,NU,Todd D Murphey,NU,0.4595493674278259,3
NU_ENG_000017,Computer Science,NU,Jorge E. Correa,UIUC,0.43957793712615967,4
NU_ENG_000017,Computer Science,NU,Michael Rubenstein,NU,0.43057289719581604,5
NU_ENG_000018,Biomedical Engineering,NU,Wei Chen,NU,0.5780901908874512,1
NU_ENG_000018,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.5327928066253662,2
NU_ENG_000018,Biomedical Engineering,NU,Ryan L. Truby,NU,0.49196380376815796,3
NU_ENG_000018,Biomedical Engineering,NU,Steven_Gard,NU,0.4905993342399597,4
NU_ENG_000018,Biomedical Engineering,NU,Sophie Wang,UIUC,0.46518024802207947,5
NU_ENG_000019,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.4545314311981201,1
NU_ENG_000019,Industrial Engineering,NU,Jennifer B. Dunn,NU,0.44674280285835266,2
NU_ENG_000019,Industrial Engineering,NU,Todd D Murphey,NU,0.4394550025463104,3
NU_ENG_000019,Industrial Engineering,NU,Wei Chen,NU,0.424062043,4
NU_ENG_000019,Industrial Engineering,NU,Jiajun He,UIUC,0.42213162779808044,5
NU_ENG_000020,Computer Science,NU,Elizabeth M Gerber,NU,0.5449935793876648,1
NU_ENG_000020,Computer Science,NU,Todd D Murphey,NU,0.4038989543914795,2
NU_ENG_000020,Computer Science,NU,Ping_Guo,NU,0.40000462532043457,3
NU_ENG_000020,Computer Science,NU,Jorge E. Correa,UIUC,0.3857675790786743,4
NU_ENG_000020,Computer Science,NU,Jennifer B. Dunn,NU,0.37751057744026184,5
NU_ENG_000021,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.48182758688926697,1
NU_ENG_000021,Industrial Engineering,NU,Wei Chen,NU,0.4779148995876312,2
NU_ENG_000021,Industrial Engineering,NU,Jorge E. Correa,UIUC,0.44658586382865906,3
NU_ENG_000021,Industrial Engineering,NU,Michael Peshkin,NU,0.437627375,4
NU_ENG_000021,Industrial Engineering,NU,Jennifer B. Dunn,NU,0.431437612,5
NU_ENG_000022,Computer Engineering,NU,Elizabeth M Gerber,NU,0.4493655562400818,1
NU_ENG_000022,Computer Engineering,NU,Michael Peshkin,NU,0.4445791244506836,2
NU_ENG_000022,Computer Engineering,NU,Brenna Argall,NU,0.42086705565452576,3
NU_ENG_000022,Computer Engineering,NU,Todd D Murphey,NU,0.41457387804985046,4
NU_ENG_000022,Computer Engineering,NU,Michael Rubenstein,NU,0.4031688868999481,5
NU_ENG_000023,Materials Science and Engineering,NU,Greg Wagner,NU,0.5918678641319275,1
NU_ENG_000023,Materials Science and Engineering,NU,Yonggang Huang,NU,0.5027046203613281,2
NU_ENG_000023,Materials Science and Engineering,NU,Jennifer B. Dunn,NU,0.4724810719490051,3
NU_ENG_000023,Materials Science and Engineering,NU,Seid Koric,UIUC,0.4576254189014435,4
NU_ENG_000023,Materials Science and Engineering,NU,Placid Ferreira,UIUC,0.45176681876182556,5
NU_ENG_000024,Manufacturing and Design Engineering,NU,Jiajun He,UIUC,0.4551423192024231,1
NU_ENG_000024,Manufacturing and Design Engineering,NU,Greg Wagner,NU,0.4446122944355011,2
NU_ENG_000024,Manufacturing and Design Engineering,NU,Michael Rubenstein,NU,0.42438769340515137,3
NU_ENG_000024,Manufacturing and Design Engineering,NU,Michael Peshkin,NU,0.4187753200531006,4
NU_ENG_000024,Manufacturing and Design Engineering,NU,Wei Chen,NU,0.4162270128726959,5
NU_ENG_000025,Industrial Engineering,NU,Michael Peshkin,NU,0.45068424940109253,1
NU_ENG_000025,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.43781349062919617,2
NU_ENG_000025,Industrial Engineering,NU,Wei Chen,NU,0.41768303513526917,3
NU_ENG_000025,Industrial Engineering,NU,Jorge E. Correa,UIUC,0.4139465391635895,4
NU_ENG_000025,Industrial Engineering,NU,Jiajun He,UIUC,0.41297802329063416,5
NU_ENG_000026,Biomedical Engineering,NU,Wei Chen,NU,0.5181738138198853,1
NU_ENG_000026,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.47326794266700745,2
NU_ENG_000026,Biomedical Engineering,NU,Ryan L. Truby,NU,0.46047481894493103,3
NU_ENG_000026,Biomedical Engineering,NU,Michael Peshkin,NU,0.4568255543708801,4
NU_ENG_000026,Biomedical Engineering,NU,Sophie Wang,UIUC,0.44862112402915955,5
NU_ENG_000027,Computer Science,NU,Elizabeth M Gerber,NU,0.4981703460216522,1
NU_ENG_000027,Computer Science,NU,Todd D Murphey,NU,0.3814961910247803,2
NU_ENG_000027,Computer Science,NU,Wei Chen,NU,0.3805338144302368,3
NU_ENG_000027,Computer Science,NU,Jiajun He,UIUC,0.3700479567050934,4
NU_ENG_000027,Computer Science,NU,Ping_Guo,NU,0.36561310291290283,5
NU_ENG_000028,Applied Math,NU,Blake Everett Johnson,UIUC,0.47027355432510376,1
NU_ENG_000028,Applied Math,NU,Elizabeth M Gerber,NU,0.4632304012775421,2
NU_ENG_000028,Applied Math,NU,Jiajun He,UIUC,0.4573794901371002,3
NU_ENG_000028,Applied Math,NU,Thomas Golecki,UIUC,0.44524139165878296,4
NU_ENG_000028,Applied Math,NU,Kevin E. Wandke,UIUC,0.41342833638191223,5
NU_ENG_000029,Biomedical Engineering,NU,Wei Chen,NU,0.5464034080505371,1
NU_ENG_000029,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.5121579170227051,2
NU_ENG_000029,Biomedical Engineering,NU,Ryan L. Truby,NU,0.4759598672389984,3
NU_ENG_000029,Biomedical Engineering,NU,Malcolm A MacIver,NU,0.47035372257232666,4
NU_ENG_000029,Biomedical Engineering,NU,Sophie Wang,UIUC,0.4589693248271942,5
NU_ENG_000030,Electrical Engineering,NU,Jennifer B. Dunn,NU,0.4577307105064392,1
NU_ENG_000030,Electrical Engineering,NU,Joseph Bentsman,UIUC,0.4449823796749115,2
NU_ENG_000030,Electrical Engineering,NU,Lili Cai,UIUC,0.4276665151119232,3
NU_ENG_000030,Electrical Engineering,NU,Elizabeth M Gerber,NU,0.425076425,4
NU_ENG_000030,Electrical Engineering,NU,Jorge E. Correa,UIUC,0.41452404856681824,5
NU_ENG_000031,Industrial Engineering,NU,Jennifer B. Dunn,NU,0.4616432189941406,1
NU_ENG_000031,Industrial Engineering,NU,Jiajun He,UIUC,0.4319508671760559,2
NU_ENG_000031,Industrial Engineering,NU,Michael Rubenstein,NU,0.42767277359962463,3
NU_ENG_000031,Industrial Engineering,NU,Michael Peshkin,NU,0.42566901445388794,4
NU_ENG_000031,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.42420926690101624,5
NU_ENG_000032,Materials Science and Engineering,NU,Greg Wagner,NU,0.612859845,1
NU_ENG_000032,Materials Science and Engineering,NU,Seid Koric,UIUC,0.5016806125640869,2
NU_ENG_000032,Materials Science and Engineering,NU,Jennifer B. Dunn,NU,0.49670445919036865,3
NU_ENG_000032,Materials Science and Engineering,NU,Nick G. Glumac,UIUC,0.48869991302490234,4
NU_ENG_000032,Materials Science and Engineering,NU,Bahador Bahmani,NU,0.4793480634689331,5
NU_ENG_000033,Civil Engineering,NU,Blake Everett Johnson,UIUC,0.40799254179000854,1
NU_ENG_000033,Civil Engineering,NU,Gianluca Cusatis,NU,0.37359943985939026,2
NU_ENG_000033,Civil Engineering,NU,Jennifer B. Dunn,NU,0.37359583377838135,3
NU_ENG_000033,Civil Engineering,NU,Thomas Golecki,UIUC,0.35453978180885315,4
NU_ENG_000033,Civil Engineering,NU,Jiajun He,UIUC,0.3419072926044464,5
NU_ENG_000034,Computer Engineering,NU,Elizabeth M Gerber,NU,0.45771995186805725,1
NU_ENG_000034,Computer Engineering,NU,Michael Peshkin,NU,0.4264053702354431,2
NU_ENG_000034,Computer Engineering,NU,Jorge E. Correa,UIUC,0.42104965448379517,3
NU_ENG_000034,Computer Engineering,NU,Blake Everett Johnson,UIUC,0.4158053696155548,4
NU_ENG_000034,Computer Engineering,NU,Todd D Murphey,NU,0.403795063,5
NU_ENG_000035,Computer Science,NU,Elizabeth M Gerber,NU,0.5369836091995239,1
NU_ENG_000035,Computer Science,NU,Todd D Murphey,NU,0.4755972623825073,2
NU_ENG_000035,Computer Science,NU,Jorge E. Correa,UIUC,0.4443531632423401,3
NU_ENG_000035,Computer Science,NU,Brenna Argall,NU,0.40527719259262085,4
NU_ENG_000035,Computer Science,NU,Ping_Guo,NU,0.3896995484828949,5
NU_ENG_000036,Biomedical Engineering,NU,Wei Chen,NU,0.5390439033508301,1
NU_ENG_000036,Biomedical Engineering,NU,Sophie Wang,UIUC,0.4902530610561371,2
NU_ENG_000036,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.47882893681526184,3
NU_ENG_000036,Biomedical Engineering,NU,Ryan L. Truby,NU,0.4651416540145874,4
NU_ENG_000036,Biomedical Engineering,NU,Bumsoo Han,UIUC,0.45490625500679016,5
NU_ENG_000037,Biomedical Engineering,NU,Wei Chen,NU,0.5904673337936401,1
NU_ENG_000037,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.5155612230300903,2
NU_ENG_000037,Biomedical Engineering,NU,Sophie Wang,UIUC,0.5004870295524597,3
NU_ENG_000037,Biomedical Engineering,NU,Ryan L. Truby,NU,0.4996888041496277,4
NU_ENG_000037,Biomedical Engineering,NU,Bumsoo Han,UIUC,0.49731579422950745,5
NU_ENG_000038,Computer Science,NU,Elizabeth M Gerber,NU,0.546214759,1
NU_ENG_000038,Computer Science,NU,Todd D Murphey,NU,0.4777300953865051,2
NU_ENG_000038,Computer Science,NU,Michael Peshkin,NU,0.4488723576068878,3
NU_ENG_000038,Computer Science,NU,Jorge E. Correa,UIUC,0.427459717,4
NU_ENG_000038,Computer Science,NU,Jennifer B. Dunn,NU,0.4181042015552521,5
NU_ENG_000039,Chemical Engineering,NU,Seth Lichter,NU,0.513167143,1
NU_ENG_000039,Chemical Engineering,NU,Wei Chen,NU,0.5033639669418335,2
NU_ENG_000039,Chemical Engineering,NU,Greg Wagner,NU,0.4847789406776428,3
NU_ENG_000039,Chemical Engineering,NU,Petros Sofronis,UIUC,0.4807458817958832,4
NU_ENG_000039,Chemical Engineering,NU,Jennifer B. Dunn,NU,0.47487711906433105,5
NU_ENG_000040,Electrical Engineering,NU,Jennifer B. Dunn,NU,0.4404973089694977,1
NU_ENG_000040,Electrical Engineering,NU,Malcolm A MacIver,NU,0.44028788805007935,2
NU_ENG_000040,Electrical Engineering,NU,Jorge E. Correa,UIUC,0.41608428955078125,3
NU_ENG_000040,Electrical Engineering,NU,Todd D Murphey,NU,0.40768125653266907,4
NU_ENG_000040,Electrical Engineering,NU,Lili Cai,UIUC,0.40199926495552063,5
NU_ENG_000041,Computer Science,NU,Elizabeth M Gerber,NU,0.5471095442771912,1
NU_ENG_000041,Computer Science,NU,Michael Peshkin,NU,0.49938464164733887,2
NU_ENG_000041,Computer Science,NU,Todd D Murphey,NU,0.47919100522994995,3
NU_ENG_000041,Computer Science,NU,Michael Rubenstein,NU,0.44497090578079224,4
NU_ENG_000041,Computer Science,NU,Jorge E. Correa,UIUC,0.4379093050956726,5
NU_ENG_000042,Industrial Engineering,NU,Jiajun He,UIUC,0.47825899720191956,1
NU_ENG_000042,Industrial Engineering,NU,Thomas Golecki,UIUC,0.421808124,2
NU_ENG_000042,Industrial Engineering,NU,Wei Chen,NU,0.4144834876060486,3
NU_ENG_000042,Industrial Engineering,NU,Jennifer B. Dunn,NU,0.41412094235420227,4
NU_ENG_000042,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.41341495513916016,5
NU_ENG_000043,Electrical Engineering,NU,Jennifer B. Dunn,NU,0.42824724316596985,1
NU_ENG_000043,Electrical Engineering,NU,Lili Cai,UIUC,0.4199809432029724,2
NU_ENG_000043,Electrical Engineering,NU,Jorge E. Correa,UIUC,0.41318243741989136,3
NU_ENG_000043,Electrical Engineering,NU,Elizabeth M Gerber,NU,0.4100135564804077,4
NU_ENG_000043,Electrical Engineering,NU,Malcolm A MacIver,NU,0.39516961574554443,5
NU_ENG_000044,Civil Engineering,NU,Jennifer B. Dunn,NU,0.47167569398880005,1
NU_ENG_000044,Civil Engineering,NU,Thomas Golecki,UIUC,0.45472168922424316,2
NU_ENG_000044,Civil Engineering,NU,Jiajun He,UIUC,0.4435502588748932,3
NU_ENG_000044,Civil Engineering,NU,Lili Cai,UIUC,0.3993430733680725,4
NU_ENG_000044,Civil Engineering,NU,Jorge E. Correa,UIUC,0.3921718895435333,5
NU_ENG_000045,Industrial Engineering,NU,Jiajun He,UIUC,0.47232532501220703,1
NU_ENG_000045,Industrial Engineering,NU,Thomas Golecki,UIUC,0.4580313265323639,2
NU_ENG_000045,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.43298256397247314,3
NU_ENG_000045,Industrial Engineering,NU,Blake Everett Johnson,UIUC,0.43169063329696655,4
NU_ENG_000045,Industrial Engineering,NU,Jennifer B. Dunn,NU,0.4226493239402771,5
NU_ENG_000046,Industrial Engineering,NU,Jennifer B. Dunn,NU,0.40941178798675537,1
NU_ENG_000046,Industrial Engineering,NU,Jiajun He,UIUC,0.39605098962783813,2
NU_ENG_000046,Industrial Engineering,NU,Blake Everett Johnson,UIUC,0.3847280740737915,3
NU_ENG_000046,Industrial Engineering,NU,Wei Chen,NU,0.38182008266448975,4
NU_ENG_000046,Industrial Engineering,NU,Lili Cai,UIUC,0.37820109724998474,5
NU_ENG_000047,Computer Engineering,NU,Elizabeth M Gerber,NU,0.5102806687355042,1
NU_ENG_000047,Computer Engineering,NU,Michael Peshkin,NU,0.5054094195365906,2
NU_ENG_000047,Computer Engineering,NU,Todd D Murphey,NU,0.45085081458091736,3
NU_ENG_000047,Computer Engineering,NU,Jorge E. Correa,UIUC,0.4399784505367279,4
NU_ENG_000047,Computer Engineering,NU,Brenna Argall,NU,0.43009886145591736,5
NU_ENG_000048,Civil Engineering,NU,Thomas Golecki,UIUC,0.47005414962768555,1
NU_ENG_000048,Civil Engineering,NU,Jennifer B. Dunn,NU,0.43950870633125305,2
NU_ENG_000048,Civil Engineering,NU,Elizabeth M Gerber,NU,0.4193761646747589,3
NU_ENG_000048,Civil Engineering,NU,Lili Cai,UIUC,0.40788471698760986,4
NU_ENG_000048,Civil Engineering,NU,Wei Chen,NU,0.3814893364906311,5
NU_ENG_000049,Electrical Engineering,NU,Jennifer B. Dunn,NU,0.4654316306114197,1
NU_ENG_000049,Electrical Engineering,NU,Joseph Bentsman,UIUC,0.4176099896430969,2
NU_ENG_000049,Electrical Engineering,NU,Lili Cai,UIUC,0.4110807478427887,3
NU_ENG_000049,Electrical Engineering,NU,Todd D Murphey,NU,0.38286203145980835,4
NU_ENG_000049,Electrical Engineering,NU,Elizabeth M Gerber,NU,0.38117608428001404,5
NU_ENG_000050,Biomedical Engineering,NU,Wei Chen,NU,0.5586281418800354,1
NU_ENG_000050,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.5434436798095703,2
NU_ENG_000050,Biomedical Engineering,NU,Malcolm A MacIver,NU,0.5002481937408447,3
NU_ENG_000050,Biomedical Engineering,NU,Steven_Gard,NU,0.4909155070781708,4
NU_ENG_000050,Biomedical Engineering,NU,Michael Peshkin,NU,0.48553934693336487,5
NU_ENG_000051,Biomedical Engineering,NU,Wei Chen,NU,0.6024107933044434,1
NU_ENG_000051,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.5311062335968018,2
NU_ENG_000051,Biomedical Engineering,NU,Sophie Wang,UIUC,0.4850141406059265,3
NU_ENG_000051,Biomedical Engineering,NU,Malcolm A MacIver,NU,0.48495879769325256,4
NU_ENG_000051,Biomedical Engineering,NU,Ryan L. Truby,NU,0.48228445649147034,5
NU_ENG_000052,Applied Math,NU,Elizabeth M Gerber,NU,0.47649917006492615,1
NU_ENG_000052,Applied Math,NU,Todd D Murphey,NU,0.46460744738578796,2
NU_ENG_000052,Applied Math,NU,Thomas Golecki,UIUC,0.4574989080429077,3
NU_ENG_000052,Applied Math,NU,Jiajun He,UIUC,0.4482339322566986,4
NU_ENG_000052,Applied Math,NU,Jennifer B. Dunn,NU,0.44773370027542114,5
NU_ENG_000053,Industrial Engineering,NU,Wei Chen,NU,0.4554740786552429,1
NU_ENG_000053,Industrial Engineering,NU,Michael Peshkin,NU,0.44769367575645447,2
NU_ENG_000053,Industrial Engineering,NU,Blake Everett Johnson,UIUC,0.44591447710990906,3
NU_ENG_000053,Industrial Engineering,NU,Jiajun He,UIUC,0.44298118352890015,4
NU_ENG_000053,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.4314647614955902,5
NU_ENG_000054,Electrical Engineering,NU,Todd D Murphey,NU,0.5108472108840942,1
NU_ENG_000054,Electrical Engineering,NU,Michael Peshkin,NU,0.4951222538948059,2
NU_ENG_000054,Electrical Engineering,NU,Jennifer B. Dunn,NU,0.47827672958374023,3
NU_ENG_000054,Electrical Engineering,NU,Elizabeth M Gerber,NU,0.4767839014530182,4
NU_ENG_000054,Electrical Engineering,NU,Brenna Argall,NU,0.47015106678009033,5
NU_ENG_000055,Electrical Engineering,NU,Jennifer B. Dunn,NU,0.45980560779571533,1
NU_ENG_000055,Electrical Engineering,NU,Jiajun He,UIUC,0.45940130949020386,2
NU_ENG_000055,Electrical Engineering,NU,Michael Peshkin,NU,0.45160815119743347,3
NU_ENG_000055,Electrical Engineering,NU,Blake Everett Johnson,UIUC,0.4470160901546478,4
NU_ENG_000055,Electrical Engineering,NU,Michael Rubenstein,NU,0.4423679709434509,5
NU_ENG_000056,Industrial Engineering,NU,Michael Peshkin,NU,0.4869672656059265,1
NU_ENG_000056,Industrial Engineering,NU,Elizabeth M Gerber,NU,0.4850552976131439,2
NU_ENG_000056,Industrial Engineering,NU,Wei Chen,NU,0.47477206587791443,3
NU_ENG_000056,Industrial Engineering,NU,Jiajun He,UIUC,0.44934794306755066,4
NU_ENG_000056,Industrial Engineering,NU,Jorge E. Correa,UIUC,0.444226474,5
NU_ENG_000057,Computer Science,NU,Elizabeth M Gerber,NU,0.5688570141792297,1
NU_ENG_000057,Computer Science,NU,Todd D Murphey,NU,0.5315237641334534,2
NU_ENG_000057,Computer Science,NU,Michael Peshkin,NU,0.5148904919624329,3
NU_ENG_000057,Computer Science,NU,Jorge E. Correa,UIUC,0.47783374786376953,4
NU_ENG_000057,Computer Science,NU,Brenna Argall,NU,0.4726623594760895,5
NU_ENG_000058,Computer Science,NU,Elizabeth M Gerber,NU,0.5288758873939514,1
NU_ENG_000058,Computer Science,NU,Jorge E. Correa,UIUC,0.4575437903404236,2
NU_ENG_000058,Computer Science,NU,Todd D Murphey,NU,0.43047013878822327,3
NU_ENG_000058,Computer Science,NU,Michael Peshkin,NU,0.42747581005096436,4
NU_ENG_000058,Computer Science,NU,Wei Chen,NU,0.39561253786087036,5
NU_ENG_000059,Biomedical Engineering,NU,Wei Chen,NU,0.5687651038169861,1
NU_ENG_000059,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.5438805818557739,2
NU_ENG_000059,Biomedical Engineering,NU,Steven_Gard,NU,0.5118496417999268,3
NU_ENG_000059,Biomedical Engineering,NU,Elizabeth M Gerber,NU,0.4783913493156433,4
NU_ENG_000059,Biomedical Engineering,NU,Malcolm A MacIver,NU,0.4720744490623474,5
NU_ENG_000060,Biomedical Engineering,NU,Wei Chen,NU,0.570605993,1
NU_ENG_000060,Biomedical Engineering,NU,Jorge E. Correa,UIUC,0.5141223073005676,2
NU_ENG_000060,Biomedical Engineering,NU,Ryan L. Truby,NU,0.48891210556030273,3
NU_ENG_000060,Biomedical Engineering,NU,Sophie Wang,UIUC,0.4889119267463684,4
NU_ENG_000060,Biomedical Engineering,NU,Steven_Gard,NU,0.4751369059085846,5
NU_ENG_000061,Electrical Engineering,NU,Michael Peshkin,NU,0.43557631969451904,1
NU_ENG_000061,Electrical Engineering,NU,Todd D Murphey,NU,0.4338496923446655,2
NU_ENG_000061,Electrical Engineering,NU,Jiajun He,UIUC,0.4330095052719116,3
NU_ENG_000061,Electrical Engineering,NU,Malcolm A MacIver,NU,0.4319898784160614,4
NU_ENG_000061,Electrical Engineering,NU,Brenna Argall,NU,0.43099644780158997,5
