Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Link
UIUC,Jiajun He,49264206,10 Most Cited,Determination of arcing duration for high-voltage circuit breakers electrical endurance on-line monitor based on electromagnetic induction,https://www.semanticscholar.org/paper/6b3533f571d8e4e5520f8f7b2af42efede97f5be
UIUC,Jiajun He,49264206,10 Most Recent,Analysis of Magnetostrictive Effect on Low-Frequency Force Wave in Rotating Magnetic Field,https://www.semanticscholar.org/paper/73ab427544c9bb26c17636ab5f881481e8a85c40
UIUC,Jiajun He,49264206,10 Most Recent,Determination of arcing duration for high-voltage circuit breakers electrical endurance on-line monitor based on electromagnetic induction,https://www.semanticscholar.org/paper/6b3533f571d8e4e5520f8f7b2af42efede97f5be
UIUC,Jie Feng,119000628,10 Most Cited,Garbage Disposal of Complex Background Based on Deep Learning With Limited Hardware Resources,https://www.semanticscholar.org/paper/863778da28d00a091bf913705f1ec5fe0065b0dc
UIUC,Jie Feng,119000628,10 Most Cited,Office Garbage Intelligent Classification Based on Inception-v3 Transfer Learning Model,https://www.semanticscholar.org/paper/bb5a04647d1194665dc085643f66186b3b198c06
UIUC,Jie Feng,119000628,10 Most Cited,Orienteering Timing System Based on Sub-G Band Wireless Sensor Network,https://www.semanticscholar.org/paper/7876254f45c9afdf2c880e8d1e7ec85551dbdd5f
UIUC,Jie Feng,119000628,10 Most Cited,Design of Intelligent Dustbin System based on Internet of Things,https://www.semanticscholar.org/paper/0e7a4fee27517788135cc6d18856361c9bf9fdf1
UIUC,Jie Feng,119000628,10 Most Recent,Design of Intelligent Dustbin System based on Internet of Things,https://www.semanticscholar.org/paper/0e7a4fee27517788135cc6d18856361c9bf9fdf1
UIUC,Jie Feng,119000628,10 Most Recent,Garbage Disposal of Complex Background Based on Deep Learning With Limited Hardware Resources,https://www.semanticscholar.org/paper/863778da28d00a091bf913705f1ec5fe0065b0dc
UIUC,Jie Feng,119000628,10 Most Recent,Office Garbage Intelligent Classification Based on Inception-v3 Transfer Learning Model,https://www.semanticscholar.org/paper/bb5a04647d1194665dc085643f66186b3b198c06
UIUC,Jie Feng,119000628,10 Most Recent,Orienteering Timing System Based on Sub-G Band Wireless Sensor Network,https://www.semanticscholar.org/paper/7876254f45c9afdf2c880e8d1e7ec85551dbdd5f
UIUC,Jorge E. Correa,1397244204,10 Most Cited,Reliability of Health-Related Physical Fitness Tests among Colombian Children and Adolescents: The FUPRECOL Study,https://www.semanticscholar.org/paper/db6b6428b554d7500eabf08d703afaf9ca428ba8
UIUC,Jorge E. Correa,1397244204,10 Most Cited,The Effect of Exercise Training on Mediators of Inflammation in Breast Cancer Survivors: A Systematic Review with Meta-analysis,https://www.semanticscholar.org/paper/b707610bc1b6df81ba1662bdee23699fa97860bb
UIUC,Jorge E. Correa,1397244204,10 Most Cited,Percentage of Body Fat and Fat Mass Index as a Screening Tool for Metabolic Syndrome Prediction in Colombian University Students,https://www.semanticscholar.org/paper/9a350e8a42ad8fe0816be207bdb0dbed0d0a1391
UIUC,Jorge E. Correa,1397244204,10 Most Cited,Reference values for handgrip strength and their association with intrinsic capacity domains among older adults,https://www.semanticscholar.org/paper/67d87969ddd132c7177cd3aa3504f2bb4fd25069
UIUC,Jorge E. Correa,1397244204,10 Most Cited,Gait speed as a mediator of the effect of sarcopenia on dependency in activities of daily living,https://www.semanticscholar.org/paper/bf254c50155a8898595d111b0b202e5b5fa2ca48
UIUC,Jorge E. Correa,1397244204,10 Most Cited,"Cycling to School and Body Composition, Physical Fitness, and Metabolic Syndrome in Children and Adolescents",https://www.semanticscholar.org/paper/65bd6c2a59ce968e765a3443fd3e52de134b2bdf
UIUC,Jorge E. Correa,1397244204,10 Most Cited,Physical fitness and anthropometric normative values among Colombian-Indian schoolchildren,https://www.semanticscholar.org/paper/d3747a714bd331b3a4db614ce044d543a954a687
UIUC,Jorge E. Correa,1397244204,10 Most Cited,The Effects of Exercise on Abdominal Fat and Liver Enzymes in Pediatric Obesity: A Systematic Review and Meta-Analysis.,https://www.semanticscholar.org/paper/b0db399cf074caf2cca4586dcf79ae93c0f12245
UIUC,Jorge E. Correa,1397244204,10 Most Cited,Handgrip strength cutoff for cardiometabolic risk index among Colombian children and adolescents: The FUPRECOL Study,https://www.semanticscholar.org/paper/3003f13c2a6bed32327f577c5fae095bc5fbd8c4
UIUC,Jorge E. Correa,1397244204,10 Most Cited,Effectiveness of HIIT compared to moderate continuous training in improving vascular parameters in inactive adults,https://www.semanticscholar.org/paper/1ef282e0beebb8e5e94cd8dcd913a1d61347983a
UIUC,Jorge E. Correa,1397244204,10 Most Recent,Comparative lipidomic profiling in adolescents with obesity and adolescents with type 1 diabetes.,https://www.semanticscholar.org/paper/81ab500cb45886530881734c5fc49553d97c199f
UIUC,Jorge E. Correa,1397244204,10 Most Recent,International norms for adult handgrip strength: A systematic review of data on 2.4 million adults aged 20 to 100+ years from 69 countries and regions,https://www.semanticscholar.org/paper/4e6f8f7731aabbc06a4221ccf5ed560d363e4465
UIUC,Jorge E. Correa,1397244204,10 Most Recent,The Association Between Insulin Resistance and Cytokines In Adolescents with Excess of Adiposity.,https://www.semanticscholar.org/paper/cafa0e17caf2ce6a1135a586e2f163fbbfe924e5
UIUC,Jorge E. Correa,1397244204,10 Most Recent,Effects of Different Doses of Exercise on Inflammation Markers Among Adolescents With Overweight/Obesity: HEPAFIT Study,https://www.semanticscholar.org/paper/e2823320faa3c5315bc92e023064562f0aa6b83d
UIUC,Jorge E. Correa,1397244204,10 Most Recent,Impact Of Physical Exercise On Inflammation Markers Among Adolescents With Overweight/obese,https://www.semanticscholar.org/paper/f80b221cc274999bba38fd56ccefafa34aef9b42
UIUC,Jorge E. Correa,1397244204,10 Most Recent,Exercise dose on hepatic fat and cardiovascular health in adolescents with excess of adiposity,https://www.semanticscholar.org/paper/cd3b3aa1b7ceac074a532deb61a80436836e4096
UIUC,Jorge E. Correa,1397244204,10 Most Recent,Handgrip strength: Normative reference values in males and females aged 6-64 Years old in a Colombian population.,https://www.semanticscholar.org/paper/dd0ee7e8b4241c1229173fca10b7fdf49b464a34
UIUC,Jorge E. Correa,1397244204,10 Most Recent,"The Effect of 12 Weeks of Different Exercise Training Modalities or Nutritional Guidance on Cardiometabolic Risk Factors, Vascular Parameters, and Physical Fitness in Overweight Adults: Cardiometabolic High-Intensity Interval Training-Resistance Training Randomized Controlled Study.",https://www.semanticscholar.org/paper/0e4ef000e125b91b9213dc6afd2d28abf9b077dc
UIUC,Jorge E. Correa,1397244204,10 Most Recent,Normal-Weight Obesity Is Associated with Poorer Cardiometabolic Profile and Lower Physical Fitness Levels in Children and Adolescents,https://www.semanticscholar.org/paper/231c071861a3a2b590265c36f1159c084fae3d66
UIUC,Jorge E. Correa,1397244204,10 Most Recent,Metabolic Syndrome and Its Associated Factors in Older Adults: A Secondary Analysis of SABE Colombia in 2015.,https://www.semanticscholar.org/paper/e1fe5ca08a1fe062ad0f8e43d7990caa0b80e882
UIUC,Joseph Bentsman,2185953,10 Most Cited,On the use of averaging for the analysis of power electronic systems,https://www.semanticscholar.org/paper/bd8eeeeab8d1e5d2d0df7dfa7d5e76223f49c136
UIUC,Joseph Bentsman,2185953,10 Most Cited,Lyapunov-Based Control of Mechanical Systems,https://www.semanticscholar.org/paper/53554807fb27fd8e28c1242def8922a2e6a417f4
UIUC,Joseph Bentsman,2185953,10 Most Cited,Rejection of unknown periodic load disturbances in continuous steel casting process using learning repetitive control approach,https://www.semanticscholar.org/paper/cd80d7d2fb26ccaebde905eb903e18a05b39fd0d
UIUC,Joseph Bentsman,2185953,10 Most Cited,Nonlinear control oriented boiler modeling-a benchmark problem for controller design,https://www.semanticscholar.org/paper/0f0a73f20a7020ce723a88361cc4e205a3ff8988
UIUC,Joseph Bentsman,2185953,10 Most Cited,Vibrational control of nonlinear systems: Vibrational stabilizability,https://www.semanticscholar.org/paper/604789d18970332ae8e73d86ca11162e21ba628e
UIUC,Joseph Bentsman,2185953,10 Most Cited,Direct adaptive control of parabolic systems: algorithm synthesis and convergence and stability analysis,https://www.semanticscholar.org/paper/858d327571dd4d8483a090a8113140271c6f4385
UIUC,Joseph Bentsman,2185953,10 Most Cited,"Real-Time, Model-Based Spray-Cooling Control System for Steel Continuous Casting",https://www.semanticscholar.org/paper/6075b16eadd78699c4e0abc1980295bcf390a334
UIUC,Joseph Bentsman,2185953,10 Most Cited,"Vibrational control of nonlinear time lag systems with bounded delay: averaging theory, stabilizability, and transient behavior",https://www.semanticscholar.org/paper/9e1e3757f1616032829fc2d3c14f7135eda3b9b1
UIUC,Joseph Bentsman,2185953,10 Most Cited,Robust Industrial Control: Optimal Design Approach for Polynomial Systems [Book Reviews],https://www.semanticscholar.org/paper/c3cd2a45d9daa8c118ed772913be6edeb0f5db0a
UIUC,Joseph Bentsman,2185953,10 Most Cited,Vibrational control of nonlinear systems: Vibrational controllability and transient behavior,https://www.semanticscholar.org/paper/9832bd7d9933cef86b5c54ba437c0cb1db7318e6
UIUC,Joseph Bentsman,2185953,10 Most Recent,Viability Under Degraded Control Authority,https://www.semanticscholar.org/paper/0859c571928f341863765c495aacc085d2e513e1
UIUC,Joseph Bentsman,2185953,10 Most Recent,Electrosurgery Power Electronics: A Revolution in the Making,https://www.semanticscholar.org/paper/568ab4058a258013a4073a8254acaf9c91f18e51
UIUC,Joseph Bentsman,2185953,10 Most Recent,"Signals, Instrumentation, Control and Machine Learning",https://www.semanticscholar.org/paper/03bbd03bdaf63d85bc6429d0790a292a930c9238
UIUC,Joseph Bentsman,2185953,10 Most Recent,Infinite-Dimensional Adaptive Boundary Observer for Inner-Domain Temperature Estimation of 3D Electrosurgical Processes using Surface Thermography Sensing,https://www.semanticscholar.org/paper/0d4d12c8b35ec235fbd144c725c0205f5d2c1c3f
UIUC,Joseph Bentsman,2185953,10 Most Recent,Enthalpy-based Output Feedback Control of Two-sided Stefan Problem with Input Saturation,https://www.semanticscholar.org/paper/13702aadc82108a72c6a3db26179f633959aab11
UIUC,Joseph Bentsman,2185953,10 Most Recent,Lodestar: An Integrated Embedded Real-Time Control Engine*,https://www.semanticscholar.org/paper/1ae5c6811433994355aad7283cb46392b1563e48
UIUC,Joseph Bentsman,2185953,10 Most Recent,Solid Boundary Output Feedback Control of the Stefan Problem: The Enthalpy Approach,https://www.semanticscholar.org/paper/71161df09a815a8a41ca690f98bd8072506b687b
UIUC,Joseph Bentsman,2185953,10 Most Recent,Physics-based Learning of Parameterized Thermodynamics from Real-time Thermography,https://www.semanticscholar.org/paper/73df659d376063c6ec71df2b969854ed79985c92
UIUC,Joseph Bentsman,2185953,10 Most Recent,Minimally Invasive Live Tissue High-fidelity Thermophysical Modeling using Real-time Thermography,https://www.semanticscholar.org/paper/8898d3d049bec6a098856865643746eec4418d98
UIUC,Joseph Bentsman,2185953,10 Most Recent,Telegraph Equation Shock Waves in Biological Tissues,https://www.semanticscholar.org/paper/e620c639f7ba62d91a58422a2081a2bd4b3d77bc
UIUC,Justin Yim,2347526636,10 Most Cited,Monopedal robot branch-to-branch leaping and landing inspired by squirrel balance control,https://www.semanticscholar.org/paper/1bfd8a038bc099718002933133cba7466a8e8451
UIUC,Justin Yim,2347526636,10 Most Cited,"Free-ranging squirrels perform stable, above-branch landings by balancing using leg force and nonprehensile foot torque",https://www.semanticscholar.org/paper/597fb454ae968e4752bf1cb70612606b3ac84a08
UIUC,Justin Yim,2347526636,10 Most Cited,A Programmable Substrate to Study Robots Jumping From Non-Rigid Surfaces,https://www.semanticscholar.org/paper/76e86ab3136655a4df71d90290b2c7654e4091ce
UIUC,Justin Yim,2347526636,10 Most Recent,Monopedal robot branch-to-branch leaping and landing inspired by squirrel balance control,https://www.semanticscholar.org/paper/1bfd8a038bc099718002933133cba7466a8e8451
UIUC,Justin Yim,2347526636,10 Most Recent,"Free-ranging squirrels perform stable, above-branch landings by balancing using leg force and nonprehensile foot torque",https://www.semanticscholar.org/paper/597fb454ae968e4752bf1cb70612606b3ac84a08
UIUC,Justin Yim,2347526636,10 Most Recent,A Programmable Substrate to Study Robots Jumping From Non-Rigid Surfaces,https://www.semanticscholar.org/paper/76e86ab3136655a4df71d90290b2c7654e4091ce
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Composite 3D-printed metastructures for low-frequency and broadband vibration absorption,https://www.semanticscholar.org/paper/efbef9230518ec401c70aa67d7c4df8506cdfb15
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Review of Second Harmonic Generation Measurement Techniques for Material State Determination in Metals,https://www.semanticscholar.org/paper/d642d9cde9fe0b22512c9358bd804c7449603dcf
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Designing perturbative metamaterials from discrete models,https://www.semanticscholar.org/paper/2e4cd792849b0125a03ddc5c77ab833978bc8da5
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Evaluation of radiation damage using nonlinear ultrasound,https://www.semanticscholar.org/paper/9eb85be752fee946529eca7f8f9a6170f407e1cd
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Energy Absorption Properties of Periodic and Stochastic 3D Lattice Materials,https://www.semanticscholar.org/paper/2cd018424534e76db893df9c85fef9bae73e6475
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Experimental characterization of efficient second harmonic generation of Lamb wave modes in a nonlinear elastic isotropic plate,https://www.semanticscholar.org/paper/bd7ce45661381f53483a864b34655a5b114c8991
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Characterization of stress corrosion cracking in carbon steel using nonlinear Rayleigh surface waves,https://www.semanticscholar.org/paper/3118dfd926514c674f421c753a572a17d4657329
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Review of exploiting nonlinearity in phononic materials to enable nonlinear wave responses,https://www.semanticscholar.org/paper/2807bfd858141d5650c69da6c37568c815ca0ad7
UIUC,Kathryn H Matlack,39895612,10 Most Cited,"Diffraction, attenuation, and source corrections for nonlinear Rayleigh wave ultrasonic measurements.",https://www.semanticscholar.org/paper/502b1f4ea8107b0009aec545056347b2ac849606
UIUC,Kathryn H Matlack,39895612,10 Most Cited,Thermally tunable band gaps in architected metamaterial structures,https://www.semanticscholar.org/paper/7747b19e39291dc7d95aa760a63d8c499c48fae9
UIUC,Kathryn H Matlack,39895612,10 Most Recent,In situ nonlinear ultrasonic characterization of slip irreversibility and material hardening in stainless steel 316L,https://www.semanticscholar.org/paper/498deb5d1efbc3b98ace08c0322c291832f60097
UIUC,Kathryn H Matlack,39895612,10 Most Recent,Magnetic field induced toughening mechanisms in isotropic and anisotropic soft magnetoactive elastomers,https://www.semanticscholar.org/paper/96ed909a4cf86f4fc3ef828559099a1cdcd9e4d2
UIUC,Kathryn H Matlack,39895612,10 Most Recent,Low-Frequency Sub-Bragg Phenomena in Multilayered Vibroacoustic Metamaterials,https://www.semanticscholar.org/paper/a17b566a12bf72888f3e9cf5597628bcf606ea17
UIUC,Kathryn H Matlack,39895612,10 Most Recent,On the effective magnetostrictive properties of anisotropic magneto-active elastomers in the small-deformation limit,https://www.semanticscholar.org/paper/e7f6addc69858acfe4ce8a9e4aaaaa05ce065649
UIUC,Kathryn H Matlack,39895612,10 Most Recent,A quantitative study of energy localization characteristics in defect-embedded monoatomic phononic crystals,https://www.semanticscholar.org/paper/003fa51111bad9a3040e0899e62a7d2e29e4e0f2
UIUC,Kathryn H Matlack,39895612,10 Most Recent,Fluid-Structure Interaction Between an Unsteady Vortex-Driven Aerodynamic Flow and a Diatomic Phononic Subsurface,https://www.semanticscholar.org/paper/0c0c32b4d698fdc168727375f16293867b2d8698
UIUC,Kathryn H Matlack,39895612,10 Most Recent,Study of defect mode characteristics in acoustic metamaterials,https://www.semanticscholar.org/paper/3ec8a41f7245b37e946fc8a7919d451996811515
UIUC,Kathryn H Matlack,39895612,10 Most Recent,Audible bandgaps in phononic sonic crystals for educational demonstration,https://www.semanticscholar.org/paper/581326f22e7998aa9b514c80afe3097357c93087
UIUC,Kathryn H Matlack,39895612,10 Most Recent,Harmonic balance formulation for nonlinear wave-scattering clusters,https://www.semanticscholar.org/paper/8da2d611377c77b24f8a64900690bf6aa12ca850
UIUC,Kathryn H Matlack,39895612,10 Most Recent,Physics-informed machine learning for the inverse design of wave scattering clusters,https://www.semanticscholar.org/paper/8e14e278230bfccea4d0dc16d8686aca703fc816
UIUC,Ke Tang,1492059373,10 Most Cited,Metagenomics Reveals Seasonal Functional Adaptation of the Gut Microbiome to Host Feeding and Fasting in the Chinese Alligator,https://www.semanticscholar.org/paper/1c2d879ce8fd29f659d90d8f666125c3aefbeefd
UIUC,Ke Tang,1492059373,10 Most Cited,Establishment of Gut Microbiome During Early Life and Its Relationship With Growth in Endangered Crested Ibis (Nipponia nippon),https://www.semanticscholar.org/paper/e85228f039f31d3359d647705be89fe3d89acd15
UIUC,Ke Tang,1492059373,10 Most Cited,Characterization and Dynamics of the Gut Microbiota in Rice Fishes at Different Developmental Stages in Rice-Fish Coculture Systems,https://www.semanticscholar.org/paper/3ea8f88dc24aa6f41a9e488848afae683d724bdf
UIUC,Ke Tang,1492059373,10 Most Cited,"Multilocus phylogeny and cryptic diversity of white-toothed shrews (Mammalia, Eulipotyphla, Crocidura) in China",https://www.semanticscholar.org/paper/d6abee04580c2af1e702ca32b34a2934c9c23102
UIUC,Ke Tang,1492059373,10 Most Cited,A crucial role of paralogous &bgr;‐defensin genes in the Chinese alligator innate immune system revealed by the first determination of a Crocodilia defensin cluster,https://www.semanticscholar.org/paper/75d748875864f4dd33363bdd5b1dcccd8a9603af
UIUC,Ke Tang,1492059373,10 Most Cited,Temporal Variations in the Gut Microbiota of the Globally Endangered Sichuan Partridge (Arborophila rufipectus): Implications for Adaptation to Seasonal Dietary Change and Conservation,https://www.semanticscholar.org/paper/a5a62b6c5c2cefbbb45eda6f2db557bc888ccaf5
UIUC,Ke Tang,1492059373,10 Most Cited,"Multi-locus phylogeny and species delimitations of the striped-back shrew group (Eulipotyphla: Soricidae): implications for cryptic diversity, taxonomy and multiple speciation patterns.",https://www.semanticscholar.org/paper/5441583d9b3b8c324d5b6617ee2deade5447afef
UIUC,Ke Tang,1492059373,10 Most Cited,Metabarcoding of fecal DNA reveals the broad and flexible diet of a globally endangered bird,https://www.semanticscholar.org/paper/0cdf32e819d3550e2afb6eb776d85de172784d5f
UIUC,Ke Tang,1492059373,10 Most Cited,"A new species of the genus Typhlomys Milne-Edwards, 1877 (Rodentia: Platacanthomyidae) from Chongqing, China",https://www.semanticscholar.org/paper/b192c661f3f6da3598c30bd10719e7df66152448
UIUC,Ke Tang,1492059373,10 Most Cited,"Amphibian diversity and conservation along an elevational gradient on Mount Emei, southwestern China",https://www.semanticscholar.org/paper/21604bfc84c329b56df90fbcca93827e55be97c9
UIUC,Ke Tang,1492059373,10 Most Recent,Revalidation and expanded description of Mustela aistoodonnivalis (Mustelidae: Carnivora) based on a multigene phylogeny and morphology,https://www.semanticscholar.org/paper/1af21b9d27d7bb22b3ba3c387050e17f061b36b8
UIUC,Ke Tang,1492059373,10 Most Recent,"Molecular phylogenetics and diversity of the Himalayan shrew ( Soriculus nigrescens Gray, 1842) (Eulipotyphla, Soricidae) in Southwest China.",https://www.semanticscholar.org/paper/4b0f1f1580d4008b125c60b2eb7f665c7cb1d622
UIUC,Ke Tang,1492059373,10 Most Recent,"DNA metabarcoding dietary analysis of six sympatric small mammals at the Laojunshan National Nature Reserve, Sichuan Province",https://www.semanticscholar.org/paper/51281593c322ee4cbba6ca00e9aff69d218ee0ad
UIUC,Ke Tang,1492059373,10 Most Recent,Temporal Variations in the Gut Microbiota of the Globally Endangered Sichuan Partridge (Arborophila rufipectus): Implications for Adaptation to Seasonal Dietary Change and Conservation,https://www.semanticscholar.org/paper/a5a62b6c5c2cefbbb45eda6f2db557bc888ccaf5
UIUC,Ke Tang,1492059373,10 Most Recent,Metabarcoding of fecal DNA reveals the broad and flexible diet of a globally endangered bird,https://www.semanticscholar.org/paper/0cdf32e819d3550e2afb6eb776d85de172784d5f
UIUC,Ke Tang,1492059373,10 Most Recent,Characterization and Dynamics of the Gut Microbiota in Rice Fishes at Different Developmental Stages in Rice-Fish Coculture Systems,https://www.semanticscholar.org/paper/3ea8f88dc24aa6f41a9e488848afae683d724bdf
UIUC,Ke Tang,1492059373,10 Most Recent,Molecular phylogeny and taxonomy of the genus Nectogale (Mammalia: Eulipotyphla: Soricidae),https://www.semanticscholar.org/paper/4dbfeb3b0169809821eca6de5e1af3b9ea7cc909
UIUC,Ke Tang,1492059373,10 Most Recent,"Multi-locus phylogeny and species delimitations of the striped-back shrew group (Eulipotyphla: Soricidae): implications for cryptic diversity, taxonomy and multiple speciation patterns.",https://www.semanticscholar.org/paper/5441583d9b3b8c324d5b6617ee2deade5447afef
UIUC,Ke Tang,1492059373,10 Most Recent,"A new species of Tamiops (Rodentia, Sciuridae) from Sichuan, China.",https://www.semanticscholar.org/paper/74fb5688ad4232c8910a787357363bbe6e44c420
UIUC,Ke Tang,1492059373,10 Most Recent,"An updated species checklist of amphibians and reptiles in Fujian Province, China",https://www.semanticscholar.org/paper/9cd10fcc1752de43ddc4a545cc7d5954fe05dff4
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,Propulsion kinetics of recumbent handcycling during high and moderate intensity exercise.,https://www.semanticscholar.org/paper/0dfbd7b9e1f6729501975d481419f45121c0d026
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,The influence of gender on shoulder kinematics and head-hip technique during non-level transfers in full-time wheelchair users.,https://www.semanticscholar.org/paper/58f794dffbbccc534b77f3111b4dc96c4fec8b48
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,Kinematics-Based Predictions of External Loads during Handcycling,https://www.semanticscholar.org/paper/95423dcb547388ab622d4c544ab79db8ce5bf7c6
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,Moving forward: A review of continuous kinetics and kinematics during wheelchair and handcycling propulsion,https://www.semanticscholar.org/paper/435fe5f31f90da80a9a05824cb8d4ec2e7b42340
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,Validity and reliability of a single-unit inertial measurement unit: a real-time adapted sports assessment tool for handcycling-based activities,https://www.semanticscholar.org/paper/619c60e8a81451cca718146402fab60ea0d521da
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,Perceptions of High-Intensity Interval Training Among People With Spinal Cord Injury: A Mixed-Methods Analysis.,https://www.semanticscholar.org/paper/b1302f59f09d2e9856b77e06fbafb29985ea9add
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,Cardiorespiratory Responses to an Acute Bout of High Intensity Interval Training and Moderate Intensity Continuous Training on a Recumbent Handcycle in People With Spinal Cord Injury: A Within-Subject Design.,https://www.semanticscholar.org/paper/c8013ad3db118e90b72c01196a5fd874dbe4bbfd
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,"Making space for curiosity, connection, and creating value by integrating real-world examples into engineering education",https://www.semanticscholar.org/paper/4171f8345e1e502709c1028b77ef124ef45d5e53
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,Fun Friday: Assessing the effectiveness of weekly real-world applications in introductory dynamics lectures,https://www.semanticscholar.org/paper/4b8c449b07a5d6d0a39e46fa89a641fc3398ac5b
UIUC,Kellie M. Halloran,2160927405,10 Most Cited,Reflecting on Ten Years of Building a Community of Practice for Teaching Innovations in Fundamental Mechanics Courses,https://www.semanticscholar.org/paper/4e5017a68ff610c3a15f2d1f55e3eab6a8ea1a31
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,Validity and reliability of a single-unit inertial measurement unit: a real-time adapted sports assessment tool for handcycling-based activities,https://www.semanticscholar.org/paper/619c60e8a81451cca718146402fab60ea0d521da
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,Kinematics-Based Predictions of External Loads during Handcycling,https://www.semanticscholar.org/paper/95423dcb547388ab622d4c544ab79db8ce5bf7c6
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,Propulsion kinetics of recumbent handcycling during high and moderate intensity exercise.,https://www.semanticscholar.org/paper/0dfbd7b9e1f6729501975d481419f45121c0d026
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,The influence of gender on shoulder kinematics and head-hip technique during non-level transfers in full-time wheelchair users.,https://www.semanticscholar.org/paper/58f794dffbbccc534b77f3111b4dc96c4fec8b48
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,Perceptions of High-Intensity Interval Training Among People With Spinal Cord Injury: A Mixed-Methods Analysis.,https://www.semanticscholar.org/paper/b1302f59f09d2e9856b77e06fbafb29985ea9add
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,Cardiorespiratory Responses to an Acute Bout of High Intensity Interval Training and Moderate Intensity Continuous Training on a Recumbent Handcycle in People With Spinal Cord Injury: A Within-Subject Design.,https://www.semanticscholar.org/paper/c8013ad3db118e90b72c01196a5fd874dbe4bbfd
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,Moving forward: A review of continuous kinetics and kinematics during wheelchair and handcycling propulsion,https://www.semanticscholar.org/paper/435fe5f31f90da80a9a05824cb8d4ec2e7b42340
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,"Making space for curiosity, connection, and creating value by integrating real-world examples into engineering education",https://www.semanticscholar.org/paper/4171f8345e1e502709c1028b77ef124ef45d5e53
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,Fun Friday: Assessing the effectiveness of weekly real-world applications in introductory dynamics lectures,https://www.semanticscholar.org/paper/4b8c449b07a5d6d0a39e46fa89a641fc3398ac5b
UIUC,Kellie M. Halloran,2160927405,10 Most Recent,Reflecting on Ten Years of Building a Community of Practice for Teaching Innovations in Fundamental Mechanics Courses,https://www.semanticscholar.org/paper/4e5017a68ff610c3a15f2d1f55e3eab6a8ea1a31
UIUC,Kevin Wise,14689024,10 Most Cited,Operative intervention for recurrent adrenocortical cancer.,https://www.semanticscholar.org/paper/44df5af2bb5776ce07bb1ee52ea635a2bac4d162
UIUC,Kevin Wise,14689024,10 Most Cited,Surgical Outcomes in Adults With Benign and Malignant Sacrococcygeal Teratoma: A Single-Institution Experience of 26 Cases,https://www.semanticscholar.org/paper/89c4ec56643c439f75f19c41cce16c4a61a36ca7
UIUC,Kevin Wise,14689024,10 Most Cited,Surgical outcomes of ERCP-guided transpapillary gallbladder drainage versus percutaneous cholecystostomy as bridging therapies for acute cholecystitis followed by interval cholecystectomy.,https://www.semanticscholar.org/paper/7f29a069cd4eccd518a43c4c330d16ba37e27c1d
UIUC,Kevin Wise,14689024,10 Most Cited,Adrenocortical carcinoma with inferior vena cava tumor thrombus,https://www.semanticscholar.org/paper/233c0b57eea41eb073663681ecc711c2e3868e7a
UIUC,Kevin Wise,14689024,10 Most Cited,Prophylaxis against postsplenectomy pneumococcal infection.,https://www.semanticscholar.org/paper/9adad9a14d8912c2182405e9b7b2dd24f9ced519
UIUC,Kevin Wise,14689024,10 Most Cited,Prothrombin Complex Concentrate Reversal of Coagulopathy in Emergency General Surgery Patients,https://www.semanticscholar.org/paper/9bfa153052286866edf316d732082ddf4d8dab7e
UIUC,Kevin Wise,14689024,10 Most Cited,Proximal Intestinal Diversion is Associated with Increased Morbidity in Patients Undergoing Elective Colectomy for Diverticular Disease: An ACS-NSQIP Study,https://www.semanticscholar.org/paper/93aa03eb72438cfefb228fc762c36249aa2f093f
UIUC,Kevin Wise,14689024,10 Most Cited,Resection of a giant primary synovial sarcoma of the inferior vena cava extending into the right atrium with caval reconstruction under cardiopulmonary bypass and circulatory arrest.,https://www.semanticscholar.org/paper/d236c4ad88c747e54176e88ed76187146c60b778
UIUC,Kevin Wise,14689024,10 Most Cited,Can secondary extremity compartment syndrome be diagnosed earlier?,https://www.semanticscholar.org/paper/7d9ba275c06ef63a88856ef41aa55cb149018dec
